475.841650013,4412.65621139,5161.52578762,4827.92148421,4712.03761273,9518.25382175
3038.75127865,2147.36009324,4887.51662319,2811.38087693,3149.57675269,5718.78588461
3038.75127865,6498.02508454,2147.36009324,5850.07778619,2811.38087693,4351.37794601
1979.68270966,1635.66788227,3263.40010092,1165.38301162,1766.73306697,1662.65733169
5764.41480124,2517.25048254,1894.13222621,3524.96255976,3991.49410071,1543.56639962
2256.91982747,3721.02599576,4238.95481244,5801.35366713,3184.41988595,6266.08339454
5182.84520648,6008.96890341,4258.27751993,3771.37333533,1544.01650514,2695.39474672
8516.77475273,1824.48330802,4997.68456116,6828.86265221,3560.66462012,3270.71647528
13178.1844112,13034.4614509,6421.43302405,3714.17096572,6773.59898078,7287.02075942
3543.73095529,3717.40734056,5658.69177699,5100.92805525,3055.62573788,8088.17305541
4749.37471159,4429.05804136,8956.14431595,3649.32295938,6996.89873427,4549.13055253
6587.35725866,5892.93689081,9013.92602615,3299.98011697,2426.62249269,4908.37217008
3864.93433899,4084.72060227,2429.10160356,1165.38301162,1766.73306697,1662.65733169
3760.73579018,5622.37916392,2429.10160356,6641.99632117,6188.15707241,6314.01847366
2400.39520369,2597.41970708,2790.4158278,1686.09562959,4717.82987568,3857.35318648
3460.87876511,2597.41970708,2790.4158278,5088.28474448,1367.98047516,3857.35318648
3718.54132012,835.116363186,5277.67923031,3711.42384092,3314.72069505,4718.51473853
3718.54132012,835.116363186,5164.78809647,3711.42384092,6673.03456726,5999.81259618
7686.35271087,3365.61020021,2679.98546168,4700.52910825,8988.47292594,5521.9987446
7811.82673244,2679.98546168,10247.5226144,5835.88637762,11892.4220483,8597.17075152
1984.05925031,1058.76348613,1865.72980941,2591.76595345,3668.94761164,2328.9268724
8951.08364161,9610.80486153,6202.43071819,13178.1844112,6421.43302405,6773.59898078
4232.60190834,7257.23442323,1848.89216814,3770.67368118,3335.0442527,6936.41465553
4232.60190834,11011.7503834,1848.89216814,9296.18358052,3335.0442527,9176.106118
