7568,5.66,24.3684183769,-84.7694856943,0.02
105274,7.76,319.860547864,-84.7567066549,0.05
8976,6.97,28.925719541,-84.7511405028,0.08
95781,7.7,292.229680658,-84.720517186,0.04
110428,8.73,335.51040163,-84.6663045861,0.34
45532,7.14,139.191898018,-84.6602293824,0.04
69487,6.78,213.388661328,-84.5446219058,0.03
19732,7.2,63.4444867344,-84.4857547928,0.04
34753,7.53,107.909549423,-84.4693271282,0.05
76996,5.57,235.827049304,-84.4648295464,0.03
39998,7.73,122.527697465,-84.4447992382,0.1
102205,6.94,310.644126079,-84.4072284233,0.04
90509,6.49,277.02738607,-84.3872975668,0.02
19890,6.99,64.0010683911,-84.1810055219,0.03
71404,7.18,219.026223305,-84.1484034114,0.04
87414,7.63,267.966639884,-84.1111903206,0.05
32435,7.46,101.557233184,-83.9912458417,0.02
107823,7.64,327.660509385,-83.9610553269,0.06
93481,7.5,285.559925189,-83.9398523142,0.04
74187,7.83,227.392295838,-83.9095650453,0.06
66660,7.22,204.990204284,-83.9082571989,0.04
117347,7.8,356.907028746,-83.861703404,0.05
23824,6.8,76.8301116993,-83.8592229399,0.04
60912,6.61,187.251525277,-83.80263703,0.03
59404,7.38,182.788282705,-83.7781819022,0.06
33675,7.42,104.938345981,-83.7519533749,0.03
112372,7.85,341.407356396,-83.7420304778,0.04
45061,7.57,137.67223114,-83.7414708471,0.05
70638,4.31,216.72616139,-83.6679436293,0.02
5084,7.37,16.2856815475,-83.5902463825,0.03
92509,7.66,282.790205007,-83.5630296085,0.04
14700,7.61,47.4738957842,-83.531457381,0.09
21480,7.15,69.1940790632,-83.4962274494,0.03
94347,7.26,288.054908164,-83.4842848785,0.04
93117,6.35,284.542823345,-83.422258101,0.02
8018,7.22,25.7328365088,-83.3673228292,0.04
109415,7.36,332.515924041,-83.3582687696,0.04
92586,7.17,282.991932723,-83.3164360714,0.03
100697,6.15,306.229764175,-83.3105816653,0.03
104997,7.6,318.981239189,-83.2659432688,0.04
7637,7.32,24.6059325934,-83.2478900812,0.04
82076,6.58,251.474550831,-83.23997544,0.03
73540,5.65,225.462377178,-83.2274018897,0.02
105511,7.19,320.552693046,-83.210002535,0.03
56996,6.32,175.253174274,-83.0998899578,0.03
107267,7.8,325.902120593,-83.0730097646,0.03
73771,5.65,226.195179029,-83.0383923051,0.03
117825,6.79,358.460872754,-83.0067470775,0.04
7601,5.88,24.4860967465,-82.9744421836,0.03
63967,7.43,196.632685666,-82.9507225592,0.04
97475,7.62,297.179453756,-82.9267078139,0.04
68647,7.15,210.776031363,-82.9204578193,0.05
50461,6.68,154.548113028,-82.9108640468,0.03
20446,6.77,65.712081662,-82.8990563854,0.03
32351,7.6,101.289518841,-82.8957976939,0.04
70418,6.42,216.09113031,-82.8483002624,0.03
85530,6.64,262.183254256,-82.7796073832,0.03
113807,7.77,345.714666349,-82.7086598015,0.05
106474,6.35,323.47821068,-82.6830958747,0.03
68009,5.95,208.911077156,-82.6662968632,0.02
37356,7.28,115.014987175,-82.5814017925,0.05
53629,7.51,164.571137899,-82.5804705132,0.04
42059,6.84,128.594482784,-82.5664503686,0.03
80567,6.8,246.752716239,-82.5599935497,0.03
21967,7.74,70.8298078659,-82.5195284131,0.06
117066,7.68,355.984441174,-82.5089218144,0.05
49261,7.34,150.836428633,-82.5080565782,0.05
89876,7.64,275.102430307,-82.5055989257,0.04
23148,5.84,74.7121736868,-82.4704936528,0.02
107747,7.16,327.405499672,-82.4342255329,0.04
84219,7.41,258.228333298,-82.3881758938,0.03
37512,7.52,115.485444275,-82.3419849883,0.03
44800,7.64,136.947732318,-82.3249735099,0.07
83972,7.17,257.465126802,-82.318724374,0.06
7560,7.15,24.3502373093,-82.2819838533,0.04
46557,7.64,142.415719504,-82.2632019754,0.03
814,5.29,2.50833149017,-82.2241404432,0.02
49065,5.53,150.181538159,-82.2145274879,0.02
118114,5.72,359.38608364,-82.1699197493,0.03
29155,7.61,92.2545500466,-82.1574115085,0.03
29076,7.2,92.0042184279,-82.0435438519,0.03
104436,6.98,317.345163318,-82.0274809314,0.03
117689,5.1,358.025412223,-82.0189143104,0.01
37817,7.49,116.310164516,-81.9675005149,0.03
106553,7.76,323.698129697,-81.9270363542,0.05
51557,7.05,157.964924927,-81.9210562301,0.02
91723,6.27,280.560558454,-81.8081905631,0.03
96314,6.63,293.749209969,-81.7529049667,0.02
47299,6.72,144.586097692,-81.7093245639,0.02
5228,7.59,16.7156669958,-81.6489793011,0.05
50607,7.23,155.05952879,-81.6482725449,0.03
51605,7.39,158.123091617,-81.6156955726,0.04
26269,7.12,83.9132736543,-81.6117322125,0.03
38017,6.79,116.875717808,-81.5962365289,0.03
20297,5.78,65.2422325375,-81.5793424789,0.02
49326,6.6,151.028309172,-81.5652494443,0.02
24256,6.51,78.1078320948,-81.5415024346,0.04
96128,7.83,293.181499786,-81.5307622149,0.05
9052,6.93,29.1595263366,-81.4991334929,0.04
88599,6.37,271.362778658,-81.4867942246,0.04
87968,7.3,269.538650472,-81.4539516415,0.04
94304,7.6,287.925718771,-81.4126715213,0.05
8499,7.48,27.4020705075,-81.3591965279,0.04
98086,6.39,299.007686582,-81.3498435899,0.03
101843,5.89,309.577548488,-81.2892383211,0.03
59722,7.61,183.71867347,-81.1942012701,0.04
51632,7.77,158.219009111,-81.162926576,0.06
63794,7.21,196.121183076,-81.1501463867,0.03
86012,7.7,263.679425916,-81.0683214531,0.05
32564,7.25,101.916794918,-81.0653226028,0.04
28993,7.12,91.7717913064,-81.0630213024,0.05
48027,7.84,146.851627328,-81.0611596374,0.14
51284,7.56,157.128371395,-81.0556865079,0.04
25079,7.2,80.5384134825,-81.0388643147,0.04
69896,4.89,214.557315197,-81.0080601082,0.02
101427,5.76,308.323759539,-80.9649306967,0.02
46928,5.07,143.471396468,-80.9411908463,0.07
41191,5.67,126.07817812,-80.9132251007,0.02
114550,6.43,348.052992592,-80.912752249,0.03
85760,5.83,262.864371176,-80.8593323219,0.16
33308,7.75,103.928192123,-80.8378651624,0.03
116145,7.34,352.990215072,-80.8277397322,0.04
31897,5.61,100.011896283,-80.8133480188,0.02
79786,7.15,244.244645035,-80.8003215847,0.04
46107,5.34,141.034470146,-80.7862555296,0.02
59798,7.91,183.935441287,-80.7847071694,0.04
69055,7.6,212.017526357,-80.7640116778,0.04
80200,7.04,245.590659895,-80.7458603532,0.04
92928,6.57,284.000348823,-80.7279230856,0.03
16190,7.77,52.1397785838,-80.7089211737,0.03
62590,7.2,192.383911373,-80.7023618751,0.03
101241,7.56,307.82196615,-80.5443039131,0.06
52633,4.45,161.444805936,-80.540159414,0.02
51713,7.18,158.485962109,-80.5164975607,0.04
47815,10.36,146.207969201,-80.5129713682,0
57192,6.61,175.903098972,-80.4835049014,0.03
52595,5.46,161.317492493,-80.4697358208,0.02
26394,5.65,84.2998443404,-80.464308584,0.02
24084,7.58,77.6078273001,-80.4074910954,0.03
45829,7.41,140.160382701,-80.3891119442,0.04
74091,6.81,227.125127226,-80.3139247344,0.03
89873,7.36,275.092283152,-80.2393889507,0.04
90606,5.95,277.332455452,-80.2329986904,0.02
20049,5.67,64.4977356314,-80.2137530725,0.03
76362,11.65,233.944599927,-80.2020363515,0
8366,6.05,26.9415902224,-80.1765788113,0.02
938,7.21,2.90263048831,-80.1736746107,0.04
41995,7.02,128.399113793,-80.1586707622,0.03
112781,5.32,342.595598745,-80.1239039572,0.05
105514,7.65,320.568502863,-80.1144475981,0.05
70248,5.06,215.596209539,-80.1090101063,0.05
97159,7.61,296.227419591,-80.0887847997,0.17
83046,7.67,254.546421846,-80.0725912558,0.04
60261,7.65,185.339279313,-80.0615708808,0.04
48320,6.47,147.753204989,-80.0609883871,0.02
106424,6.47,323.338699041,-80.0394628168,0.02
64951,6.34,199.700674087,-79.9761219281,0.02
71209,6.66,218.443119036,-79.9552796261,0.03
90359,7.46,276.571316062,-79.9274795893,0.09
7231,7.21,23.3051407747,-79.926533196,0.03
106051,7.36,322.210840454,-79.9257996456,0.04
102608,7.6,311.901122849,-79.8535979121,0.04
1292,6.59,4.06410888396,-79.8514472449,0.05
12173,7.66,39.2144790527,-79.814004186,0.05
22260,7.85,71.8943194879,-79.8072263571,0.04
61192,7.1,188.076722714,-79.7838133897,0.03
52340,5.97,160.464208372,-79.7832614392,0.05
70266,7.48,215.657697384,-79.7157903439,0.07
55225,6.35,169.644782259,-79.6687430586,0.04
66023,6.69,203.044356714,-79.6608120594,0.03
38916,7.73,119.462568688,-79.6326313601,0.04
74240,7.38,227.579256195,-79.6128166014,0.05
100416,7.61,305.430388542,-79.5976967683,0.04
53151,6.36,163.119013124,-79.559427321,0.03
20144,6.96,64.7760435821,-79.5208696975,0.03
52069,7.8,159.604920979,-79.5098622704,0.06
43012,5.79,131.479139208,-79.5040004014,0.04
114258,6.11,347.101656878,-79.4808560472,0.03
115129,6.34,349.786676583,-79.4723593579,0.02
60287,7.51,185.436109031,-79.4666453861,0.05
106881,6.17,324.736680665,-79.4427067338,0.03
34554,7.81,107.377088661,-79.4319086028,0.04
33384,5.45,104.14360926,-79.4202004224,0.01
77761,7.68,238.168422845,-79.4039195461,0.04
27566,5.46,87.5698262101,-79.361060354,0.02
45071,7.86,137.701426341,-79.3585576856,0.03
40415,7.03,123.756790256,-79.3185209767,0.03
60000,4.24,184.585826547,-79.3121848233,0.02
57137,6.38,175.73203746,-79.3064395724,0.02
90421,7.16,276.739682198,-79.2695911517,0.04
446,7.71,1.34319321455,-79.2534476189,0.05
93496,7.64,285.610850958,-79.2153927153,0.04
35671,7.57,110.39945988,-79.163919239,0.04
39173,7.55,120.183611094,-79.1574960042,0.04
7879,6.33,25.3409141315,-79.1480985226,0.03
74663,6.66,228.864773331,-79.1366685038,0.04
99379,7.26,302.563092018,-79.1103717186,0.04
11757,5.27,37.9222611227,-79.1096312858,0.02
16815,6.84,54.1037555539,-79.0988137186,0.04
36039,5.54,111.408010943,-79.0941609174,0.02
76378,7.53,233.988902529,-79.0860667972,0.05
66069,7.71,203.17286845,-79.0749118372,0.04
46148,7.85,141.168588522,-79.0745329621,0.04
30170,7.31,95.2235124695,-79.0665642214,0.04
84941,7.41,260.396115126,-79.0649889656,0.03
49416,7.32,151.304940746,-79.0619414299,0.06
100594,7.56,305.977742281,-79.0511844776,0.06
72370,3.83,221.965316406,-79.0448228887,0.02
81830,6.73,250.720312032,-79.0242921829,0.03
50126,7.7,153.488633753,-79.0040467458,0.05
42637,5.46,130.330599178,-78.9632329269,0.01
100491,6.64,305.672576471,-78.9611184614,0.03
30837,7.55,97.158116935,-78.9052592821,0.03
73043,7.36,223.914198662,-78.8831428213,0.04
76475,7.74,234.293143328,-78.8775531768,0.04
9414,6.84,30.2407894139,-78.870572091,0.03
26264,6.04,83.9009983368,-78.8207557375,0.03
117125,5.74,356.171491542,-78.7914365339,0.02
59243,6.85,182.281043652,-78.7813441982,0.04
1342,6.78,4.2030249616,-78.7802690397,0.03
111504,6.15,338.861795192,-78.7716193742,0.03
9140,7.66,29.4548011539,-78.7635322697,0.04
77709,11.28,237.993392438,-78.7119882419,0
80047,4.68,245.086458228,-78.6959127282,0.2
39818,7.04,122.037390797,-78.6949859085,0.03
86739,7.01,265.85952791,-78.6928653517,0.05
112777,11.95,342.595163102,-78.6788123633,0
80057,5.27,245.111872701,-78.6676379503,0.04
18847,6.63,60.6174860637,-78.6331631143,0.03
70671,6.72,216.816421202,-78.6204886232,0.03
51839,4.11,158.866227343,-78.6077329199,0.02
648,7.18,2.00139562639,-78.5987555383,0.04
68431,6.09,210.136388211,-78.5900226554,0.02
27715,7.75,88.033260333,-78.587665321,0.03
108045,7.54,328.342261673,-78.5794063046,0.05
59647,6.34,183.485161442,-78.5740246228,0.03
106406,7.46,323.277998633,-78.5430644531,0.04
86896,13.39,266.332238614,-78.5359099986,0
55888,7.67,171.820090483,-78.5217647318,0.04
7271,6.11,23.4125018783,-78.5054497486,0.03
117907,7.49,358.738474897,-78.5053763189,0.04
74917,7.01,229.647101405,-78.4722601957,0.05
64587,5.84,198.572024288,-78.4474710117,0.03
64108,6.43,197.084145497,-78.4461447564,0.03
84399,7.51,258.82703729,-78.3989627861,0.04
37372,6.64,115.079530355,-78.3870343179,0.04
88237,7.34,270.276952338,-78.3802790932,0.04
16290,5.68,52.4951331521,-78.3519723811,0.02
8991,6.15,28.9629553152,-78.3483053232,0.03
16827,6.29,54.1252702075,-78.3230433393,0.02
829,6.97,2.53358759933,-78.3008238639,0.03
23251,6.29,75.0547260049,-78.3000044457,0.03
48174,7.76,147.286647879,-78.2818946983,0.04
76637,6.99,234.755157718,-78.2353961247,0.03
58484,4.88,179.905630024,-78.2218778078,0.02
111049,6.8,337.462216537,-78.2132466697,0.03
647,7.79,1.99802856885,-78.2110226246,0.03
58520,6.58,180.020309422,-78.1929599875,0.11
73834,7.67,226.340621396,-78.1673192685,0.05
3490,6.61,11.1477884755,-78.0822185706,0.03
83464,7.68,255.886491431,-78.0796377732,0.05
7128,7.62,22.9606918151,-78.0695028418,0.04
62964,7.78,193.539384865,-78.0370259574,0.05
76664,6.19,234.82490781,-77.9186010492,0.03
46046,7.08,140.847906937,-77.8889005915,0.03
94428,7.03,288.2882451,-77.8640053283,0.05
13442,7.69,43.2698623687,-77.8632231839,0.04
58410,6.73,179.645914795,-77.8254580781,0.04
88082,6.74,269.838892395,-77.8238958463,0.03
33140,7.51,103.514645164,-77.7806345007,0.04
68685,7.76,210.897740249,-77.7572782372,0.04
77980,7.34,238.869671572,-77.7323649253,0.03
110852,7.76,336.880471238,-77.7183423828,0.06
32884,7.57,102.782468038,-77.67400031,0.04
69778,6.48,214.229662594,-77.6642347299,0.04
108759,6.39,330.468974121,-77.662573499,0.02
21611,6.05,69.5903710031,-77.6560511157,0.03
36982,6.72,114.017559985,-77.6340342446,0.08
16140,7.41,51.9944353383,-77.6131685879,0.03
55497,6.43,170.485403944,-77.6084070661,0.03
5112,7.96,16.3805893195,-77.584711924,0.04
96892,7.58,295.435072677,-77.5746405258,0.05
66125,9.31,203.320485555,-77.5740399026,0
66121,6.52,203.299104358,-77.5700854525,0.08
23776,7.32,76.6517438104,-77.5693865006,0.04
4869,7.24,15.6545681838,-77.5512472562,0.04
31678,7.99,99.4236715467,-77.5384563489,0.33
67257,7.71,206.781278705,-77.5260091693,0.05
81852,4.23,250.763402705,-77.519061961,0.02
54958,7.59,168.820148163,-77.5183976992,0.04
110078,5.49,334.46002323,-77.5114878717,0.02
8866,7.01,28.5256057599,-77.4910168549,0.03
40888,4.34,125.157854948,-77.4842903736,0.02
1706,5.96,5.37022009572,-77.4269021594,0.03
107089,3.73,325.370721028,-77.3911481486,0.02
15201,5.51,48.9926281741,-77.3881701189,0.02
116250,5.82,353.331942814,-77.3853191751,0.02
90549,6.84,277.145872525,-77.366531786,0.04
74733,7.39,229.099484802,-77.3541981281,0.05
81333,7.31,249.165173018,-77.3457862185,0.04
79056,7.45,242.04861041,-77.2889978775,0.04
2021,2.82,6.48391351891,-77.2527600149,0.01
46185,7.73,141.251838973,-77.2522316551,0.05
79070,7.3,242.112150271,-77.2388559547,0.04
78815,7.54,241.342294972,-77.2367942858,0.04
24085,7.73,77.6110731242,-77.2171086146,0.15
60526,6.98,186.116691663,-77.2146883864,0.03
84959,7.26,260.466429241,-77.1932338018,0.05
72670,6.44,222.874852364,-77.1760157787,0.02
73415,5.92,225.046820926,-77.1605971925,0.02
29284,6.83,92.6101894167,-77.1055076221,0.02
36744,7.16,113.362861482,-77.0827601724,0.03
42984,6.85,131.408791147,-77.0753866979,0.03
89479,7.62,273.89792209,-77.0734444608,0.04
122,4.78,0.397608097541,-77.0665354876,0.02
57027,6.93,175.386161088,-77.0547641563,0.03
112725,6.73,342.423065888,-77.0510702581,0.04
104043,5.13,316.179717966,-77.0254601703,0.05
71870,6.34,220.498348703,-77.0115073188,0.03
41871,7.58,128.061118373,-76.9280889937,0.06
97511,7.16,297.29310108,-76.9087496485,0.05
101828,7.71,309.53646266,-76.8927957192,0.06
116653,5.99,354.601128093,-76.8696369665,0.03
57374,7.89,176.435261093,-76.8602372778,0.05
60119,6.85,184.936013943,-76.801263871,0.03
47956,5.43,146.587638423,-76.776380881,0.03
47728,7.86,145.939357322,-76.7672064547,0.04
15886,6.8,51.1529886592,-76.7466115674,0.03
46138,7.78,141.128869773,-76.7257676896,0.05
45166,6.13,138.052302215,-76.6632301408,0.03
73223,5.37,224.469403991,-76.6627294242,0.02
23413,7.53,75.4838426771,-76.629089194,0.04
10137,6.66,32.6032711479,-76.623656965,0.04
57505,7.67,176.809932493,-76.6179590336,0.45
89615,7.15,274.314201743,-76.5841242385,0.04
44669,7.53,136.544026046,-76.5664678768,0.03
4479,7.39,14.338208943,-76.5538824574,0.04
102259,7.68,310.809011701,-76.5481037301,0.05
75467,7.23,231.249784996,-76.5246667947,0.04
70637,7.24,216.73297766,-76.5193371061,0.03
18493,7.79,59.302363536,-76.5106293665,0.03
114451,7.89,347.690324464,-76.4632562312,0.14
69576,7.83,213.626189125,-76.4577645115,0.04
94208,6.94,287.683830743,-76.405257651,0.03
43888,7.78,134.104702074,-76.3910152711,0.03
10422,6.57,33.579217837,-76.3574534808,0.03
25918,5.18,82.9736772666,-76.3396451535,0.02
2907,6.72,9.2080709258,-76.3095981738,0.03
51835,6.29,158.852818898,-76.3089496108,0.04
22022,7.74,71.0231084166,-76.3050605311,0.04
78962,7.45,241.800303284,-76.2559731514,0.05
7853,7.81,25.2471824057,-76.2428894643,0.05
98540,7.42,300.271021051,-76.2322564394,0.04
83247,6.93,255.227050987,-76.2194499988,0.04
104385,6.57,317.197737261,-76.2125499938,0.03
108354,6.68,329.268238064,-76.2112680029,0.03
87258,7.47,267.45077183,-76.2022266783,0.04
29695,7.72,93.8432469557,-76.2005897846,0.06
12949,7.38,41.6358327076,-76.1933059674,0.04
102162,5.99,310.516108216,-76.180635061,0.03
87926,6.08,269.423709806,-76.1779554886,0.03
6184,7.57,19.8379163556,-76.1489886267,0.03
54257,7.68,166.490426395,-76.1302371485,0.04
109584,6.13,332.977974415,-76.1162099854,0.02
93572,7.75,285.871291439,-76.1159919958,0.05
76877,5.95,235.477692097,-76.0821379114,0.03
50002,7.86,153.119589354,-76.0775432533,0.04
61709,6.77,189.72736997,-76.0660512543,0.04
87350,7.15,267.73192684,-76.0588460908,0.03
34381,7.67,106.927906873,-76.0493151539,0.04
80241,6.86,245.725232033,-75.9747660244,0.04
81042,7.68,248.28666949,-75.9497427511,0.04
65374,7.8,200.969331252,-75.930545749,0.05
1268,6.49,3.97838820183,-75.9116263435,0.03
56675,5.64,174.312736137,-75.8965494068,0.02
17955,7.35,57.5799682772,-75.8956232543,0.09
11886,6.86,38.3206598042,-75.8933591044,0.04
53074,6.68,162.875879035,-75.8827578994,0.02
109477,6.54,332.677551639,-75.8815939414,0.03
70524,7.64,216.389930139,-75.8809441747,0.04
26869,7.86,85.5665922681,-75.8307319786,0.04
55257,7.37,169.765783321,-75.8249173936,0.05
71944,7.46,220.717052781,-75.824728824,0.04
19790,7.24,63.6290870266,-75.8080422996,0.05
94714,6.61,289.093504924,-75.8001942612,0.03
51873,7.42,158.973320737,-75.7930404767,0.04
54852,7.68,168.451253531,-75.7904852578,0.03
48095,6.8,147.085361364,-75.7774480951,0.03
69575,7.85,213.621191463,-75.7624013237,0.06
44189,7.61,135.021118006,-75.7255715785,0.1
45803,7.41,140.105502721,-75.7133660614,0.03
25351,7.17,81.3273683093,-75.6938168201,0.03
88423,7.82,270.799413239,-75.6894568204,0.06
58933,7.71,181.25651805,-75.6870867104,0.04
66607,6.32,204.799652108,-75.683821471,0.04
108779,6.67,330.530804724,-75.6792518339,0.04
115247,7.3,350.155246943,-75.6326679753,0.04
72961,7.47,223.666114638,-75.601889361,0.04
45271,7.71,138.404463718,-75.5904049549,0.03
36097,7.63,111.548400817,-75.5901577428,0.03
89338,7.12,273.428781214,-75.5508264774,0.04
74615,7.63,228.682004987,-75.5497090619,0.05
36941,7.32,113.905112437,-75.5442764542,0.03
965,7.49,2.98074729166,-75.4768048788,0.04
52397,6.85,160.649765888,-75.4637516324,0.03
74227,6.92,227.537632522,-75.4618771553,0.04
61233,7.78,188.208084194,-75.4347936099,0.05
112429,7.31,341.59667252,-75.4221544969,0.04
61066,7.51,187.733526647,-75.4008243175,0.05
93233,6.7,284.862437439,-75.3901067218,0.04
59151,5.17,181.956137098,-75.3669318661,0.02
9078,7.47,29.22470613,-75.3655615832,0.04
41478,6.81,126.890233612,-75.3583871228,0.03
102125,6.51,310.436459403,-75.3515434928,0.36
102128,7.18,310.442341953,-75.3471797351,0
105169,6.61,319.568074637,-75.3469215151,0.02
75029,7.72,229.966629774,-75.329341275,0.04
79415,7.89,243.114088726,-75.2929345025,0.05
57092,6.48,175.562938233,-75.2273436404,0.02
80800,7.35,247.48014057,-75.2062724356,0.04
106209,7.66,322.688925226,-75.2025322689,0.05
53401,7.85,163.832374897,-75.1922312967,0.04
70001,7.72,214.859666208,-75.1793553153,0.05
95751,7.73,292.120755557,-75.1739998418,0.06
64598,6.98,198.606177576,-75.1711749183,0.03
52131,6.75,159.756752144,-75.1574761492,0.02
54166,6.9,166.201088491,-75.1552376382,0.02
51121,7.8,156.662106208,-75.1492669713,0.03
55308,6.26,169.901765438,-75.1424562026,0.02
71855,6.73,220.470734184,-75.1395681896,0.03
88865,7.27,272.144767536,-75.1055150304,0.04
53546,6.16,164.315553586,-75.0997434453,0.03
29427,7.33,92.9911576612,-75.0838052151,0.03
13244,4.76,42.6179794313,-75.0670717175,0.02
83940,7.51,257.360823446,-75.0637651435,0.05
6821,7.58,21.9373900303,-75.0434476668,0.08
73394,6.2,224.982233132,-75.0327621622,0.03
110712,6.12,336.464195358,-75.0156317167,0.06
40725,7.81,124.685304532,-75.0147027935,0.04
110719,9.35,336.484791204,-75.0142692883,0
52614,7.64,161.384715636,-75.0080091368,0.04
113247,7.76,343.990507079,-74.9953778914,0.04
110364,7.3,335.300985923,-74.9676050539,0.11
92727,7.41,283.428238568,-74.9583735532,0.04
22871,5.47,73.7971602814,-74.9365683006,0.02
72671,6.83,222.875471329,-74.9331216353,0.03
3781,5.09,12.1499193524,-74.9235961704,0.03
41254,7.17,126.251905784,-74.9120084042,0.04
1126,6.97,3.51821836571,-74.9118911247,0.04
74536,7.47,228.463763468,-74.9116724349,0.05
86331,7.28,264.599017814,-74.9115723478,0.05
65468,5.04,201.277755163,-74.8884237444,0.02
43700,7.45,133.500003831,-74.8847786457,0.03
113118,7.4,343.617247485,-74.8648881208,0.04
41837,6.72,127.93587757,-74.8550390238,0.03
69090,6.02,212.108942923,-74.8494587457,0.02
82553,7.61,253.112769415,-74.8295947929,0.05
16914,6.89,54.4198499992,-74.822576499,0.03
112265,7.77,341.085974148,-74.8207302999,0.05
42915,6.66,131.178063528,-74.7879880778,0.02
97046,7.6,295.845141116,-74.769219944,0.04
98601,7.52,300.415205444,-74.7638693856,0.07
99219,7.24,302.125824434,-74.7576412887,0.04
93863,7.51,286.733954165,-74.7575485515,0.04
44699,7.71,136.630930333,-74.7539447582,0.03
8273,7.35,26.6576427789,-74.7382381746,0.04
45585,5.86,139.364367316,-74.7344294712,0.02
24737,7.49,79.5650185938,-74.6980663747,0.03
17764,7.13,57.0488862002,-74.6939957624,0.03
65628,6.62,201.826451829,-74.6918172679,0.02
36556,7.55,112.800989236,-74.6909428372,0.04
14828,7.49,47.8700075722,-74.6654637433,0.04
95086,7.8,290.177817994,-74.6598943999,0.05
4157,7.61,13.2865694472,-74.6514688096,0.33
25270,7.76,81.0684080787,-74.6326824732,0.03
42690,7.42,130.517217059,-74.6091842364,0.03
84782,7.53,259.947115134,-74.6059000675,0.05
16300,7.52,52.5332845784,-74.5939678532,0.03
42342,6.62,129.483250346,-74.574017685,0.03
66206,7.25,203.55133191,-74.5659619929,0.03
84510,6.24,259.148117883,-74.5332482078,0.03
10206,7.14,32.8237582767,-74.501336854,0.04
52150,6.08,159.815922669,-74.4933833889,0.02
54653,7.64,167.81094613,-74.4634886878,0.04
97119,7.61,296.070992301,-74.4557895503,0.05
9472,6.8,30.4680500036,-74.4458016176,0.13
76767,7.92,235.113348312,-74.4432823537,0.07
11196,7.69,36.0499784241,-74.4360497153,0.04
44192,6.85,135.024264074,-74.3998285054,0.03
75243,6.51,230.621992427,-74.3995160707,0.03
71031,7.7,217.9136524,-74.3916907508,0.04
23335,6.9,75.2895697843,-74.3407972644,0.04
14345,6.81,46.2484401394,-74.3195418113,0.03
80041,7.28,245.071875111,-74.3058880474,0.04
4291,6.68,13.7512225867,-74.3018312596,0.03
14739,6.9,47.5814606987,-74.2958063376,0.03
36577,7.48,112.850924311,-74.2904590033,0.05
