23,36,283,476
87,91,154,443
87,91,443,840
11,195,297,591
23,283,476,704
31,294,368,448
31,368,769,870
34,171,399,607
44,145,159,453
63,119,424,498
73,142,302,379
73,302,379,422
73,379,422,440
87,443,453,840
89,466,622,697
99,124,181,526
99,181,526,836
106,175,323,497
107,469,744,944
109,581,603,682
114,392,563,886
114,392,886,919
114,563,619,652
121,228,502,540
124,181,418,526
136,400,496,969
136,496,716,754
138,301,529,602
138,301,602,696
142,336,531,755
150,158,277,456
150,277,413,546
158,456,567,726
159,438,664,700
178,305,349,512
178,305,810,930
183,290,349,512
183,305,349,512
195,591,767,841
199,258,378,503
199,258,493,503
199,308,378,704
242,413,706,732
242,430,655,928
242,706,881,928
243,468,621,798
244,626,640,986
258,493,729,768
274,505,531,695
274,505,531,755
277,413,546,732
278,472,641,945
282,493,729,768
283,308,476,704
290,396,430,655
294,368,448,900
294,448,802,900
301,529,602,696
305,349,512,930
308,378,476,704
336,505,531,755
355,462,520,771
355,462,671,771
355,520,771,873
374,432,461,689
374,432,689,699
374,461,689,858
398,746,848,860
398,746,848,874
398,848,874,940
399,607,716,754
430,655,706,928
438,664,700,892
443,458,649,692
453,664,700,803
458,649,671,692
462,520,771,818
462,649,671,818
466,622,691,697
466,622,697,981
496,607,716,754
529,602,646,696
529,602,696,983
529,646,696,983
563,619,652,882
563,619,652,886
563,652,886,919
581,603,682,909
602,646,696,983
619,652,858,882
622,691,838,859
626,712,714,737
626,714,926,986
647,648,819,829
664,700,803,892
669,887,910,973
691,838,855,859
706,732,881,928
706,732,881,950
706,881,928,950
712,714,737,926
714,737,926,986
732,881,928,950
746,848,874,940
800,838,855,859
848,874,902,940
88,709,944,1101
115,621,798,1146
133,567,726,1225
138,669,910,1231
142,336,755,1748
142,336,755,2037
179,873,973,1177
253,688,810,1046
274,505,695,1042
316,510,813,1339
317,446,938,1292
322,857,951,1023
357,698,965,1126
368,769,870,1107
379,422,440,1725
430,655,928,1315
446,648,819,1342
446,648,819,1425
448,802,900,1272
457,573,805,1019
458,649,692,1053
462,671,818,1191
468,621,798,1146
493,503,729,1057
496,754,969,1619
502,540,971,1215
510,813,954,1073
520,771,873,1177
526,836,860,1118
563,619,652,1208
567,726,913,1225
573,765,805,1307
591,767,841,1026
607,716,754,1656
626,640,880,1030
626,926,986,2008
634,699,880,1049
647,648,829,1342
655,706,928,1315
671,771,818,1141
706,881,928,1195
709,765,805,1487
73,302,1748,2474
746,836,860,1118
75,88,107,117941
838,855,859,1519
857,902,951,1023
873,887,973,1177
87,91,154,118298
87,91,443,118298
881,928,950,1195
967,980,982,1090
967,980,982,1372
105,440,1725,2453
115,785,1146,1481
119,988,1008,1233
122,647,1623,1706
137,288,1093,1302
14,417,438,118307
175,497,1075,1352
178,930,1013,1069
195,980,1090,1372
238,724,1072,1147
270,597,1461,1549
274,695,1355,1521
278,641,1139,1381
317,938,1292,1425
34,171,399,118267
357,377,2629,3042
36,283,316,118318
372,377,1309,1647
378,704,1245,1340
44,145,159,118286
443,840,1230,1265
445,605,1031,1114
445,605,1140,1314
446,819,1292,1425
446,819,1342,1425
448,900,1272,1455
456,567,1066,1804
457,966,1019,1502
457,966,1243,1970
458,649,1053,1134
461,858,1123,1207
476,704,1245,1439
502,540,1215,1656
503,729,1057,1595
510,954,1073,1103
510,954,1073,1339
512,930,1708,1849
540,971,1704,1799
581,682,1249,1602
58,274,330,118303
602,696,1231,1565
602,910,1176,1231
603,909,1073,1103
619,652,1367,1640
621,798,1146,1481
63,119,424,118214
634,880,1030,1049
641,945,1039,1139
646,983,1331,1402
647,829,1706,3490
648,819,1342,1425
655,928,1195,1315
669,910,1161,1176
671,818,1141,1562
688,810,1597,1660
692,840,1230,1265
697,981,1202,1310
697,981,1310,1417
698,965,1126,1268
700,892,1018,1153
709,765,1101,1487
709,765,1487,1551
712,737,1086,1164
724,878,1046,1147
724,878,1046,1306
724,878,1072,1147
726,913,1225,1243
729,768,1168,1559
73,142,302,116161
73,142,302,117265
737,926,1086,1164
744,944,1101,1476
746,860,1118,1259
75,107,469,118306
765,805,1307,1382
767,841,1026,1346
769,870,1107,1169
803,906,1033,1120
836,860,1118,1259
836,860,1118,1543
838,859,1204,1519
858,882,1123,1207
881,950,1138,1195
886,919,1477,1630
88,744,944,117941
887,973,1161,1185
887,973,1318,1444
892,906,1033,1120
909,954,1073,1103
969,989,1193,1353
969,989,1353,1377
969,989,1377,1619
99,164,181,118116
99,164,526,118116
102,913,966,118049
105,2453,2628,3172
106,175,323,118264
114,392,563,117997
121,228,502,118067
121,392,540,117915
