48752,71348,42708,54065
71348,48752,78866,42708
42708,48752,54065,71348
78866,71348,76725,48752
54065,42708,48752,71348
104382,112355,71348,78866
112355,104382,71348,48752
30678,22379,42708,48752
76725,75736,78866,75386
60041,54065,64690,76725
22379,20325,30678,42708
75736,75386,76725,84461
20325,22379,30678,32500
40861,40514,32500,30678
75386,75736,76725,84461
92824,88018,84461,86410
84461,88018,86410,92824
64690,66710,60041,75386
88018,84461,86410,92824
111644,111196,103426,112355
32500,40861,40514,26661
52065,50605,54474,51472
86410,88018,84461,83255
103426,100793,105581,111644
66710,64690,66323,66753
40514,43908,40861,32500
50605,52065,51472,54474
73791,72636,75386,66710
72636,73791,66710,66753
83255,86410,84461,88018
54474,54279,51472,52065
60638,56706,66323,54474
100793,103426,105581,105628
51472,50605,54474,54279
620,3114,115928,3053
111196,115928,108129,105581
26661,25776,32500,20325
66323,66753,66710,60638
66753,66323,66710,72636
54279,54474,56706,51472
10993,12078,8976,7568
115928,620,111196,1074
3114,3053,620,1074
43908,45532,40514,39998
105581,105628,106320,108129
56706,55746,54279,54474
3053,3114,1074,620
105628,105581,106320,105274
51723,54279,51472,55746
17328,19732,19890,12078
88274,90509,87414,82768
108129,106320,105628,110428
12078,10993,8976,7568
82768,83255,88274,87414
1074,3053,3114,620
55746,56706,54279,51723
106320,105274,105628,108129
74296,76996,74187,71404
25776,23824,26661,19732
7568,8976,10993,12078
105274,106320,105628,108129
8976,7568,12078,10993
95781,93481,94347,90509
110428,108129,107823,112372
45532,45061,43908,39998
69487,71404,70638,66660
19732,19890,17328,21480
34753,33675,32435,39998
76996,74296,74187,73540
39998,34753,43908,45532
102205,105274,100697,106320
90509,87414,93481,92509,88274
19890,19732,21480,20446
71404,70638,69487,74187
87414,90509,88274,85530
32435,33675,34753,32351
107823,109415,107267,106320
93481,92509,93117,94347
74187,73540,74296,73771
66660,69487,68647,70638
117347,117825,1074,117066
23824,21480,25776,19890
60912,59404,63967,56996
