112355,104382,71348,48752
42708,48752,54065,71348
78866,71348,76725,48752
111644,111196,112355,104382
20325,22379,30678,112355
20325,22379,30678,32500
40861,40514,32500,30678
52065,50605,54474,51472
64690,66710,60041,75386
75386,75736,76725,84461
92824,88018,84461,86410
103426,100793,105581,111644
620,3114,115928,3053
10993,12078,8976,7568
17328,19732,19890,12078
26661,25776,32500,20325
26661,25776,32500,34753
40514,43908,40861,32500
43908,45532,40514,50605
54474,54279,51472,52065
60638,56706,66323,54474
72636,73791,66710,66753
73791,72636,75386,75736,74296
83255,86410,84461,88018
100793,103426,95781,92824
100793,103426,105581,105628
111196,115928,108129,105581
117347,117825,1074,117066
7568,8976,10993,12078
8976,7568,12078,10993
14700,12078,19890,17328
19890,19732,21480,20446
25776,23824,26661,19732
32435,33675,34753,32351
39998,34753,43908,45532
45532,45061,43908,39998
51723,54279,51472,55746
55746,56706,54279,51723
60912,59404,63967,56996
66660,69487,68647,70638
71404,70638,69487,74187
76996,74296,74187,73540
82768,83255,88274,87414
90509,87414,93481,92509,88274
95781,93481,94347,90509
102205,105274,100697,106320
107823,109415,107267,106320
112372,109415,110428,113807
117825,117066,118114,117347
5084,7637,8018,7601
7601,7637,8018,7560
14700,12078,8976,8018
14700,19890,19732,20446
20446,21480,21967,23148
23148,21967,24256,20446,21480
29155,29076,28993,26269
32351,33675,32435,29155
37356,37512,37817,38017
42059,44800,45061,41191
46557,47299,44800,49065
50461,49261,49065,51557
53629,51557,50461,51605
56996,59404,53629,60912
63967,66660,60912,68009
68009,68647,70418,66660
70418,68647,70638,68009
73771,73540,74187,70418
80567,82076,83972,84219
84219,83972,85530,82076
89876,91723,88599,92586
92586,93117,92509,94347
97475,100697,94347,96314
100697,97475,102205,104997
106474,107267,107747,105511
109415,107823,107267,112372
113807,112372,117066,117825
117689,118114,117066,814
5228,7560,814,118114
5228,7560,8499,7601
9052,8499,7560,8366
12173,11757,9052,16190
16190,16815,20049,20297
20297,21967,20446,20049
24256,25079,26269,23148
26269,25079,24256,26394
28993,29076,29155,26269
33308,32564,31897,33384
38017,37817,37512,37356
41191,41995,38017,40415
46107,46928,45829,47815
48027,46928,47815,47299
51632,51284,51605,51713
57192,57137,55225,59722
59722,59798,60261,57192
62590,63794,61192,60261
63794,62590,64951,63967
69055,69896,70248,70266
74091,74240,76362,71209
76362,77761,76378,74091
79786,80200,77761,80567,76362
83046,81830,85760,80200
86012,85760,87968,88599
88599,87968,89876,86012
94304,96128,92928,96314
98086,96314,96128,97159
101427,101843,101241,102608
104436,106553,106474,105511,104997
106553,107747,106474,104436
112781,114258,114550,116145
114550,116145,112781,114258
446,648,1342,1292
1292,938,446,1342
7231,8366,7879,7271
7879,7271,7231,9140
11757,12173,9414,13442
12173,11757,13442,16190
16815,16827,16290,18847
20144,20049,18847,22260
22260,24084,20144,20049
26264,27715,27566,26394
27566,27715,26264,26394
30837,30170,33384,31678
34554,33384,35671,36039
38916,39173,40415,39818
40415,39173,39818,38916
45071,46148,45829,43012
46148,45071,46046,45829
50126,49416,51839,52069
53151,52340,52069,52595
55225,57137,53151,55888
57137,55888,55225,57192
61192,60261,60287,60000
64951,66023,66069,63794
66023,66069,64951,64587
70266,70248,71209,70671
74240,74663,74091,73043
76378,76475,77761,77709,76637
77761,77709,76378,76475
81830,80047,80057,83046
84941,84399,86739,86896
89873,90606,90359,90421
90421,90359,90606,89873
93496,94428,92928,90421
97159,98086,99379,96128
100416,100594,100491,99379
102608,101241,100416,101427
106881,106424,106051,106406
108045,106406,108759,106881
112781,114258,114550,115129
115129,114258,117125,112781
647,829,648,1342,117907
3490,4869,5112,2021
5112,4869,4479,3490
7128,7271,7879,8991
8991,9140,9414,8866
13442,15201,11757,12949
15201,16140,15886,16290
16827,16290,16815,16140
18847,20144,16827,16815
21611,23251,22022,23776
23776,24085,23251,23413
27715,27566,26264,30170
29284,29695,31678,27715
32884,33140,31678,30837
36982,36744,37372,36039
37372,36982,36039,35671
40888,41871,39818,42984
42984,41871,43888,44669
46046,46185,46138,46148
48174,49416,46046,50126
51839,52069,50126,52340
54958,55497,55888,54257
55497,54958,55888,57027
58410,58520,58484,59647
60526,60119,61709,59647
62964,64108,64587,60526
67257,68685,68431,66069
68685,69778,68431,67257
70671,72370,69778,70266
73834,74917,73043,74733
76664,76637,77980,76475
79056,79070,78815,77980
81852,81333,83464,81830
84399,83464,84941,84959
86896,86739,88237,88082
88237,88082,86896,86739
90549,89479,89615,90421
94428,93496,94208,96892
96892,97511,94428,98540
100491,100594,99379,100416
104043,104385,102259,101828
106406,106881,108045,107089
108759,110078,108045,107089
110852,111049,110078,111504
112777,111504,111049,114258
116250,116653,117125,114451
122,1706,647,829,116653
2907,2021,4479,1268
