93117,6.35,284.542823345,-83.422258101,92586,92509,94347
8018,7.22,25.7328365088,-83.3673228292,7637,7601,5084
109415,7.36,332.515924041,-83.3582687696,107823,107267,112372
92586,7.17,282.991932723,-83.3164360714,93117,92509,94347
100697,6.15,306.229764175,-83.3105816653,97475,102205,104997
104997,7.6,318.981239189,-83.2659432688,105511,106474,107267
7637,7.32,24.6059325934,-83.2478900812,8018,7601,7560
82076,6.58,251.474550831,-83.23997544,80567,83972,84219
73540,5.65,225.462377178,-83.2274018897,73771,74187,70638
105511,7.19,320.552693046,-83.210002535,104997,106474,107267
56996,6.32,175.253174274,-83.0998899578,59404,53629,60912
107267,7.8,325.902120593,-83.0730097646,106474,105511,107747
73771,5.65,226.195179029,-83.0383923051,73540,74187,70418
117825,6.79,358.460872754,-83.0067470775,117066,118114,117347
7601,5.88,24.4860967465,-82.9744421836,7637,8018,7560
63967,7.43,196.632685666,-82.9507225592,66660,60912,68009
97475,7.62,297.179453756,-82.9267078139,100697,94347,96314
68647,7.15,210.776031363,-82.9204578193,68009,70418,70638
50461,6.68,154.548113028,-82.9108640468,49261,49065,51557
20446,6.77,65.712081662,-82.8990563854,21480,21967,23148
32351,7.6,101.289518841,-82.8957976939,33675,32435,29155
70418,6.42,216.09113031,-82.8483002624,68647,70638,68009
85530,6.64,262.183254256,-82.7796073832,84219,83972,82076
113807,7.77,345.714666349,-82.7086598015,112372,117066,117825
106474,6.35,323.47821068,-82.6830958747,107267,107747,105511
68009,5.95,208.911077156,-82.6662968632,68647,70418,66660
37356,7.28,115.014987175,-82.5814017925,37512,37817,38017
53629,7.51,164.571137899,-82.5804705132,51557,50461,51605
42059,6.84,128.594482784,-82.5664503686,44800,45061,41191
80567,6.8,246.752716239,-82.5599935497,82076,83972,84219
21967,7.74,70.8298078659,-82.5195284131,23148,20446,21480
117066,7.68,355.984441174,-82.5089218144,117689,118114,117825
49261,7.34,150.836428633,-82.5080565782,49065,50461,49326
89876,7.64,275.102430307,-82.5055989257,91723,88599,92586
23148,5.84,74.7121736868,-82.4704936528,21967,24256,20446,21480
107747,7.16,327.405499672,-82.4342255329,106474,107267,106553
84219,7.41,258.228333298,-82.3881758938,83972,85530,82076
37512,7.52,115.485444275,-82.3419849883,37356,37817,38017
44800,7.64,136.947732318,-82.3249735099,46557,42059,47299
83972,7.17,257.465126802,-82.318724374,84219,85530,82076
7560,7.15,24.3502373093,-82.2819838533,7601,7637,8499
46557,7.64,142.415719504,-82.2632019754,47299,44800,49065
814,5.29,2.50833149017,-82.2241404432,118114,117689,117066
49065,5.53,150.181538159,-82.2145274879,49261,49326,50607
118114,5.72,359.38608364,-82.1699197493,117689,814,117066
29155,7.61,92.2545500466,-82.1574115085,29076,28993,26269
29076,7.2,92.0042184279,-82.0435438519,29155,28993,26269
104436,6.98,317.345163318,-82.0274809314,106553,106474,105511,104997
117689,5.1,358.025412223,-82.0189143104,118114,117066,814
37817,7.49,116.310164516,-81.9675005149,38017,37512,37356
106553,7.76,323.698129697,-81.9270363542,107747,106474,104436
51557,7.05,157.964924927,-81.9210562301,51605,50607,51632
91723,6.27,280.560558454,-81.8081905631,89876,94304,92928
96314,6.63,293.749209969,-81.7529049667,96128,98086,94304
47299,6.72,144.586097692,-81.7093245639,46557,48027,46928
5228,7.59,16.7156669958,-81.6489793011,7560,8499,7601
50607,7.23,155.05952879,-81.6482725449,51605,51557,49326
51605,7.39,158.123091617,-81.6156955726,51557,50607,51632
26269,7.12,83.9132736543,-81.6117322125,25079,24256,26394
38017,6.79,116.875717808,-81.5962365289,37817,37512,37356
20297,5.78,65.2422325375,-81.5793424789,21967,20446,20049
49326,6.6,151.028309172,-81.5652494443,50607,49065,48027
24256,6.51,78.1078320948,-81.5415024346,25079,26269,23148
96128,7.83,293.181499786,-81.5307622149,96314,94304,98086
9052,6.93,29.1595263366,-81.4991334929,8499,7560,8366
88599,6.37,271.362778658,-81.4867942246,87968,89876,86012
87968,7.3,269.538650472,-81.4539516415,88599,86012,85760
94304,7.6,287.925718771,-81.4126715213,96128,92928,96314
8499,7.48,27.4020705075,-81.3591965279,9052,7560,8366
98086,6.39,299.007686582,-81.3498435899,96314,96128,97159
101843,5.89,309.577548488,-81.2892383211,101427,101241,104436
59722,7.61,183.71867347,-81.1942012701,59798,60261,57192
51632,7.77,158.219009111,-81.162926576,51284,51605,51713
63794,7.21,196.121183076,-81.1501463867,62590,64951,63967
86012,7.7,263.679425916,-81.0683214531,85760,87968,88599
32564,7.25,101.916794918,-81.0653226028,33308,31897,28993
28993,7.12,91.7717913064,-81.0630213024,29076,29155,26269
48027,7.84,146.851627328,-81.0611596374,46928,47815,47299
51284,7.56,157.128371395,-81.0556865079,51632,51605,51713
25079,7.2,80.5384134825,-81.0388643147,24256,26269,24084
69896,4.89,214.557315197,-81.0080601082,69055,70248,71209
101427,5.76,308.323759539,-80.9649306967,101843,101241,102608
46928,5.07,143.471396468,-80.9411908463,46107,48027,47815
41191,5.67,126.07817812,-80.9132251007,41995,38017,40415
114550,6.43,348.052992592,-80.912752249,116145,112781,114258
85760,5.83,262.864371176,-80.8593323219,86012,87968,88599
33308,7.75,103.928192123,-80.8378651624,32564,31897,33384
116145,7.34,352.990215072,-80.8277397322,114550,117689,115129
31897,5.61,100.011896283,-80.8133480188,32564,33308,28993
79786,7.15,244.244645035,-80.8003215847,80200,77761,80567
46107,5.34,141.034470146,-80.7862555296,46928,45829,47815
59798,7.91,183.935441287,-80.7847071694,59722,60261,61192
69055,7.6,212.017526357,-80.7640116778,69896,70248,70266
80200,7.04,245.590659895,-80.7458603532,79786,83046,80567
92928,6.57,284.000348823,-80.7279230856,94304,91723,90606
16190,7.77,52.1397785838,-80.7089211737,16815,20049,20297
62590,7.2,192.383911373,-80.7023618751,63794,61192,60261
101241,7.56,307.82196615,-80.5443039131,101427,101843,102608
52633,4.45,161.444805936,-80.540159414,52595,51713,52340
51713,7.18,158.485962109,-80.5164975607,52595,52633,51284
47815,10.36,146.207969201,-80.5129713682,48320,48027,46928
57192,6.61,175.903098972,-80.4835049014,57137,59798,55225
52595,5.46,161.317492493,-80.4697358208,52633,51713,52340
26394,5.65,84.2998443404,-80.464308584,25079,24084,26269
24084,7.58,77.6078273001,-80.4074910954,25079,26394,24256
45829,7.41,140.160382701,-80.3891119442,46107,46928,47815
74091,6.81,227.125127226,-80.3139247344,74240,76362,74663
89873,7.36,275.092283152,-80.2393889507,90606,90359,90421
90606,5.95,277.332455452,-80.2329986904,90359,89873,90421
20049,5.67,64.4977356314,-80.2137530725,20144,22260,20297
76362,11.65,233.944599927,-80.2020363515,77761,76378,74091
8366,6.05,26.9415902224,-80.1765788113,7231,7879,8499
938,7.21,2.90263048831,-80.1736746107,1292,446,1342
41995,7.02,128.399113793,-80.1586707622,41191,43012,40415
112781,5.32,342.595598745,-80.1239039572,114258,114550,115129
105514,7.65,320.568502863,-80.1144475981,106051,106424,106881
70248,5.06,215.596209539,-80.1090101063,70266,71209,69055
97159,7.61,296.227419591,-80.0887847997,98086,99379,96128
83046,7.67,254.546421846,-80.0725912558,81830,84941,85760
60261,7.65,185.339279313,-80.0615708808,61192,60287,59798
48320,6.47,147.753204989,-80.0609883871,47815,48027,46928
106424,6.47,323.338699041,-80.0394628168,106051,105514,106881
64951,6.34,199.700674087,-79.9761219281,66023,66069,63794
71209,6.66,218.443119036,-79.9552796261,70248,70266,72370
90359,7.46,276.571316062,-79.9274795893,90606,89873,90421
7231,7.21,23.3051407747,-79.926533196,8366,7879,7271
106051,7.36,322.210840454,-79.9257996456,106424,105514,106881
102608,7.6,311.901122849,-79.8535979121,101241,100416,101427
1292,6.59,4.06410888396,-79.8514472449,938,446,1342
12173,7.66,39.2144790527,-79.814004186,11757,9414,9140
22260,7.85,71.8943194879,-79.8072263571,24084,20144,20049
61192,7.1,188.076722714,-79.7838133897,60261,60287,60000
52340,5.97,160.464208372,-79.7832614392,52069,53151,52595
70266,7.48,215.657697384,-79.7157903439,70248,71209,70671
55225,6.35,169.644782259,-79.6687430586,57137,53151,55888
66023,6.69,203.044356714,-79.6608120594,66069,64951,64587
38916,7.73,119.462568688,-79.6326313601,39173,40415,39818
74240,7.38,227.579256195,-79.6128166014,74663,74091,73043
100416,7.61,305.430388542,-79.5976967683,100594,100491,99379
53151,6.36,163.119013124,-79.559427321,52340,52069,52595
20144,6.96,64.7760435821,-79.5208696975,20049,18847,22260
52069,7.8,159.604920979,-79.5098622704,52340,53151,51839
43012,5.79,131.479139208,-79.5040004014,42637,41995,45071
114258,6.11,347.101656878,-79.4808560472,115129,112781,112777
115129,6.34,349.786676583,-79.4723593579,114258,117125,112781
60287,7.51,185.436109031,-79.4666453861,60000,61192,60261
106881,6.17,324.736680665,-79.4427067338,106424,106051,106406
34554,7.81,107.377088661,-79.4319086028,33384,35671,36039
33384,5.45,104.14360926,-79.4202004224,34554,35671,36039
77761,7.68,238.168422845,-79.4039195461,77709,76378,76475
27566,5.46,87.5698262101,-79.361060354,27715,26264,26394
45071,7.86,137.701426341,-79.3585576856,46148,45829,43012
40415,7.03,123.756790256,-79.3185209767,39173,39818,38916
60000,4.24,184.585826547,-79.3121848233,60287,59243,60261
57137,6.38,175.73203746,-79.3064395724,55888,55225,57192
90421,7.16,276.739682198,-79.2695911517,90359,90606,89873
446,7.71,1.34319321455,-79.2534476189,648,1342,1292
93496,7.64,285.610850958,-79.2153927153,94428,92928,90421
35671,7.57,110.39945988,-79.163919239,36039,34554,33384
39173,7.55,120.183611094,-79.1574960042,38916,39818,40415
7879,6.33,25.3409141315,-79.1480985226,7271,7231,9140
74663,6.66,228.864773331,-79.1366685038,74240,74917,76378
99379,7.26,302.563092018,-79.1103717186,100491,100594,100416
11757,5.27,37.9222611227,-79.1096312858,12173,9414,13442
16815,6.84,54.1037555539,-79.0988137186,16827,16290,18847
36039,5.54,111.408010943,-79.0941609174,35671,34554,37372
76378,7.53,233.988902529,-79.0860667972,76475,77761,77709
66069,7.71,203.17286845,-79.0749118372,66023,64587,64951
46148,7.85,141.168588522,-79.0745329621,45071,46046,45829
30170,7.31,95.2235124695,-79.0665642214,30837,27566,27715
84941,7.41,260.396115126,-79.0649889656,84399,86739,86896
49416,7.32,151.304940746,-79.0619414299,50126,48174,48320
100594,7.56,305.977742281,-79.0511844776,100491,100416,99379
72370,3.83,221.965316406,-79.0448228887,73043,70671,71209
81830,6.73,250.720312032,-79.0242921829,80047,80057,83046
50126,7.7,153.488633753,-79.0040467458,49416,51839,52069
42637,5.46,130.330599178,-78.9632329269,43012,41995,40415
100491,6.64,305.672576471,-78.9611184614,100594,99379,100416
30837,7.55,97.158116935,-78.9052592821,30170,33384,31678
73043,7.36,223.914198662,-78.8831428213,72370,73834,74663
76475,7.74,234.293143328,-78.8775531768,76378,76637,77709
9414,6.84,30.2407894139,-78.870572091,9140,8991,7879
26264,6.04,83.9009983368,-78.8207557375,27715,27566,26394
117125,5.74,356.171491542,-78.7914365339,117907,446,648
59243,6.85,182.281043652,-78.7813441982,59647,60000,58484
1342,6.78,4.2030249616,-78.7802690397,648,829,647,446
111504,6.15,338.861795192,-78.7716193742,111049,112777,110852
9140,7.66,29.4548011539,-78.7635322697,9414,8991,7879
77709,11.28,237.993392438,-78.7119882419,77761,76475,76637
80047,4.68,245.086458228,-78.6959127282,80057,81830,77709
39818,7.04,122.037390797,-78.6949859085,39173,40415,38916
86739,7.01,265.85952791,-78.6928653517,86896,88237,84941
112777,11.95,342.595163102,-78.6788123633,111504,111049,114258
80057,5.27,245.111872701,-78.6676379503,80047,81830,77709
18847,6.63,60.6174860637,-78.6331631143,20144,16827,16815
70671,6.72,216.816421202,-78.6204886232,72370,69778,70266
51839,4.11,158.866227343,-78.6077329199,52069,50126,52340
648,7.18,2.00139562639,-78.5987555383,829,647,1342
68431,6.09,210.136388211,-78.5900226554,68685,69778,67257
27715,7.75,88.033260333,-78.587665321,27566,26264,30170
108045,7.54,328.342261673,-78.5794063046,106406,108759,106881
59647,6.34,183.485161442,-78.5740246228,59243,60000,58520
106406,7.46,323.277998633,-78.5430644531,106881,108045,107089
86896,13.39,266.332238614,-78.5359099986,86739,88237,88082
55888,7.67,171.820090483,-78.5217647318,55497,57137,54958
7271,6.11,23.4125018783,-78.5054497486,7128,7879,8991
117907,7.49,358.738474897,-78.5053763189,117125,648,647
74917,7.01,229.647101405,-78.4722601957,74663,73834,76475
64587,5.84,198.572024288,-78.4474710117,64108,66069,62964
64108,6.43,197.084145497,-78.4461447564,64587,62964,66069
84399,7.51,258.82703729,-78.3989627861,83464,84941,84959
37372,6.64,115.079530355,-78.3870343179,36982,36039,35671
88237,7.34,270.276952338,-78.3802790932,88082,86896,86739
16290,5.68,52.4951331521,-78.3519723811,16827,16140,16815
8991,6.15,28.9629553152,-78.3483053232,9140,9414,8866
16827,6.29,54.1252702075,-78.3230433393,16290,16815,16140
829,6.97,2.53358759933,-78.3008238639,647,648,1342
23251,6.29,75.0547260049,-78.3000044457,23776,24085,21611
48174,7.76,147.286647879,-78.2818946983,49416,46046,50126
76637,6.99,234.755157718,-78.2353961247,76664,76475,77709
58484,4.88,179.905630024,-78.2218778078,58520,58410,59243
111049,6.8,337.462216537,-78.2132466697,110852,111504,110078
647,7.79,1.99802856885,-78.2110226246,829,648,1342
58520,6.58,180.020309422,-78.1929599875,58484,58410,59243
73834,7.67,226.340621396,-78.1673192685,74917,73043,74733
3490,6.61,11.1477884755,-78.0822185706,4869,5112,2021
83464,7.68,255.886491431,-78.0796377732,84399,81852,84959
7128,7.62,22.9606918151,-78.0695028418,7271,7879,8991
62964,7.78,193.539384865,-78.0370259574,64108,64587,60526
76664,6.19,234.82490781,-77.9186010492,76637,77980,76475
46046,7.08,140.847906937,-77.8889005915,46185,46138,46148
94428,7.03,288.2882451,-77.8640053283,93496,94208,96892
13442,7.69,43.2698623687,-77.8632231839,15201,11757,12949
58410,6.73,179.645914795,-77.8254580781,58520,58484,59647
88082,6.74,269.838892395,-77.8238958463,88237,86896,89479
33140,7.51,103.514645164,-77.7806345007,32884,31678,33384
68685,7.76,210.897740249,-77.7572782372,69778,68431,67257
77980,7.34,238.869671572,-77.7323649253,78815,79056,79070
110852,7.76,336.880471238,-77.7183423828,111049,110078,111504
32884,7.57,102.782468038,-77.67400031,33140,31678,30837
69778,6.48,214.229662594,-77.6642347299,68685,70671,69576
108759,6.39,330.468974121,-77.662573499,110078,108045,107089
21611,6.05,69.5903710031,-77.6560511157,23251,22022,23776
36982,6.72,114.017559985,-77.6340342446,36744,37372,36039
16140,7.41,51.9944353383,-77.6131685879,15201,16290,16827
55497,6.43,170.485403944,-77.6084070661,54958,55888,57027
5112,7.96,16.3805893195,-77.584711924,4869,4479,3490
96892,7.58,295.435072677,-77.5746405258,97511,94428,98540
23776,7.32,76.6517438104,-77.5693865006,24085,23251,23413
4869,7.24,15.6545681838,-77.5512472562,5112,4479,3490
31678,7.99,99.4236715467,-77.5384563489,32884,33140,30837
67257,7.71,206.781278705,-77.5260091693,68685,68431,69778
81852,4.23,250.763402705,-77.519061961,81333,83464,81830
54958,7.59,168.820148163,-77.5183976992,55497,55888,54257
110078,5.49,334.46002323,-77.5114878717,110852,108759,111049
8866,7.01,28.5256057599,-77.4910168549,8991,10137,9140
40888,4.34,125.157854948,-77.4842903736,41871,39818,42984
1706,5.96,5.37022009572,-77.4269021594,2021,829,647
107089,3.73,325.370721028,-77.3911481486,108759,106406,108045
15201,5.51,48.9926281741,-77.3881701189,16140,15886,16290
116250,5.82,353.331942814,-77.3853191751,116653,117125,114451
90549,6.84,277.145872525,-77.366531786,89479,89615,88082
74733,7.39,229.099484802,-77.3541981281,73415,75467,73834
81333,7.31,249.165173018,-77.3457862185,81852,81042,79070
79056,7.45,242.04861041,-77.2889978775,79070,78815,77980
2021,2.82,6.48391351891,-77.2527600149,1706,2907,3490
46185,7.73,141.251838973,-77.2522316551,46138,46046,45166
79070,7.3,242.112150271,-77.2388559547,79056,78815,77980
78815,7.54,241.342294972,-77.2367942858,79056,79070,77980
24085,7.73,77.6110731242,-77.2171086146,23776,23413,23251
60526,6.98,186.116691663,-77.2146883864,60119,61709,59647
84959,7.26,260.466429241,-77.1932338018,84399,83464,83247
72670,6.44,222.874852364,-77.1760157787,73415,71870,73223
73415,5.92,225.046820926,-77.1605971925,72670,73223,74733
29284,6.83,92.6101894167,-77.1055076221,29695,31678,27715
36744,7.16,113.362861482,-77.0827601724,36982,37372,36941
42984,6.85,131.408791147,-77.0753866979,41871,43888,44669
89479,7.62,273.89792209,-77.0734444608,89615,90549,88082
122,4.78,0.397608097541,-77.0665354876,1706,647,829
57027,6.93,175.386161088,-77.0547641563,57374,57505,56675
112725,6.73,342.423065888,-77.0510702581,114451,110852,111049
104043,5.13,316.179717966,-77.0254601703,104385,102259,101828
71870,6.34,220.498348703,-77.0115073188,72670,73223,70637
41871,7.58,128.061118373,-76.9280889937,42984,40888,43888
97511,7.16,297.29310108,-76.9087496485,96892,98540,95751
101828,7.71,309.53646266,-76.8927957192,102259,102162,104043
116653,5.99,354.601128093,-76.8696369665,116250,122,115247
57374,7.89,176.435261093,-76.8602372778,57505,57027,56675
60119,6.85,184.936013943,-76.801263871,60526,61709,58933
47956,5.43,146.587638423,-76.776380881,47728,48095,46138
47728,7.86,145.939357322,-76.7672064547,47956,48095,46138
15886,6.8,51.1529886592,-76.7466115674,15201,16140,16290
46138,7.78,141.128869773,-76.7257676896,46185,45166,45803
45166,6.13,138.052302215,-76.6632301408,44669,46138,46185
73223,5.37,224.469403991,-76.6627294242,73415,72670,71870
23413,7.53,75.4838426771,-76.629089194,24085,23776,22022
10137,6.66,32.6032711479,-76.623656965,10422,8866,9078
57505,7.67,176.809932493,-76.6179590336,57374,57027,56675
89615,7.15,274.314201743,-76.5841242385,89479,90549,89338
44669,7.53,136.544026046,-76.5664678768,45166,43888,44189
4479,7.39,14.338208943,-76.5538824574,4869,5112,2907
102259,7.68,310.809011701,-76.5481037301,102162,101828,104043
75467,7.23,231.249784996,-76.5246667947,74733,76877,74615
70637,7.24,216.73297766,-76.5193371061,70524,69576,71870
18493,7.79,59.302363536,-76.5106293665,17955,19790,15886
114451,7.89,347.690324464,-76.4632562312,115247,112725,116250
69576,7.83,213.626189125,-76.4577645115,69575,70637,70524
94208,6.94,287.683830743,-76.405257651,93572,94714,93233
43888,7.78,134.104702074,-76.3910152711,44669,44189,42984
10422,6.57,33.579217837,-76.3574534808,10137,11886,9078
25918,5.18,82.9736772666,-76.3396451535,25351,26869,24085
2907,6.72,9.2080709258,-76.3095981738,2021,4479,1268
51835,6.29,158.852818898,-76.3089496108,51873,52397,53074
22022,7.74,71.0231084166,-76.3050605311,23413,21611,22871
78962,7.45,241.800303284,-76.2559731514,80241,79070,78815
7853,7.81,25.2471824057,-76.2428894643,6184,9078,6821,8866
98540,7.42,300.271021051,-76.2322564394,97511,98601,99219
83247,6.93,255.227050987,-76.2194499988,83940,82553,84959
104385,6.57,317.197737261,-76.2125499938,104043,105169,102259
108354,6.68,329.268238064,-76.2112680029,108779,109477,109584
87258,7.47,267.45077183,-76.2022266783,87350,87926,88423
29695,7.72,93.8432469557,-76.2005897846,29284,29427,31678
12949,7.38,41.6358327076,-76.1933059674,11886,13244,13442
102162,5.99,310.516108216,-76.180635061,102259,101828,104043
87926,6.08,269.423709806,-76.1779554886,87350,87258,88423
6184,7.57,19.8379163556,-76.1489886267,6821,7853,4479
54257,7.68,166.490426395,-76.1302371485,54852,55257,53074
109584,6.13,332.977974415,-76.1162099854,109477,108779,108354
93572,7.75,285.871291439,-76.1159919958,94208,93233,94714
76877,5.95,235.477692097,-76.0821379114,75467,78962,75029
50002,7.86,153.119589354,-76.0775432533,51121,51835,51873
61709,6.77,189.72736997,-76.0660512543,61233,61066,60119
87350,7.15,267.73192684,-76.0588460908,87258,87926,88423
34381,7.67,106.927906873,-76.0493151539,36097,36941,36744
80241,6.86,245.725232033,-75.9747660244,81042,80800,79415
81042,7.68,248.28666949,-75.9497427511,80241,80800,81333
65374,7.8,200.969331252,-75.930545749,64598,66607,65468
1268,6.49,3.97838820183,-75.9116263435,965,1126,2907
56675,5.64,174.312736137,-75.8965494068,57092,57505,57374
17955,7.35,57.5799682772,-75.8956232543,18493,17764,16914
11886,6.86,38.3206598042,-75.8933591044,12949,10422,13244
53074,6.68,162.875879035,-75.8827578994,52397,53401,53546
109477,6.54,332.677551639,-75.8815939414,109584,108779,108354
70524,7.64,216.389930139,-75.8809441747,70637,69575,70001
26869,7.86,85.5665922681,-75.8307319786,25918,25351,25270
55257,7.37,169.765783321,-75.8249173936,54852,55308,54257
71944,7.46,220.717052781,-75.824728824,71855,72961,72671
19790,7.24,63.6290870266,-75.8080422996,18493,17955,22022
94714,6.61,289.093504924,-75.8001942612,94208,93572,95751
51873,7.42,158.973320737,-75.7930404767,51835,52397,52131
54852,7.68,168.451253531,-75.7904852578,55257,54257,55308
48095,6.8,147.085361364,-75.7774480951,47956,47728,50002
69575,7.85,213.621191463,-75.7624013237,70001,70524,69576
44189,7.61,135.021118006,-75.7255715785,43888,45271,44669
45803,7.41,140.105502721,-75.7133660614,45271,45585,46138
25351,7.17,81.3273683093,-75.6938168201,25918,26869,25270
88423,7.82,270.799413239,-75.6894568204,87926,89338,88865
58933,7.71,181.25651805,-75.6870867104,59151,57505,60119
66607,6.32,204.799652108,-75.683821471,65374,66206,65468
108779,6.67,330.530804724,-75.6792518339,109477,108354,109584
115247,7.3,350.155246943,-75.6326679753,114451,116176,116653
72961,7.47,223.666114638,-75.601889361,73394,72671,71944
45271,7.71,138.404463718,-75.5904049549,45803,44189,45585
36097,7.63,111.548400817,-75.5901577428,36941,36556,34381
89338,7.12,273.428781214,-75.5508264774,88865,88423,89615
74615,7.63,228.682004987,-75.5497090619,74227,75029,74536
36941,7.32,113.905112437,-75.5442764542,36097,36556,36914
965,7.49,2.98074729166,-75.4768048788,1268,1126,698
52397,6.85,160.649765888,-75.4637516324,52131,52614,51873
74227,6.92,227.537632522,-75.4618771553,74615,74536,75029
61233,7.78,188.208084194,-75.4347936099,61066,61709,60119
112429,7.31,341.59667252,-75.4221544969,112265,113247,113118
